id,marital8,gender,age,race,children,arrestsdli8,incarceration,income8,smoking8,drinking8,drug_marijuana,sexdrugsdli8,sexstrng8,ratelife8
6433,married,male,24,nonblhis,-1,a_no,0,520,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
6271,married,female,25,nonblhis,-1,a_no,0,211,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
1386,separated,female,27,hispanic,3,a_no,0,68,smk_no,drnk_no,dm_no,s_no,ss_no,fair
1557,nevermarried,female,24,black,-1,a_no,0,476,smk_no,drnk_yes,dm_no,s_no,ss_no,good
3468,married,male,26,nonblhis,-1,a_no,0,360,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
6035,married,female,24,nonblhis,3,a_yes,0,222,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
6542,married,female,27,nonblhis,1,a_no,0,625,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
2175,nevermarried,male,26,nonblhis,-1,a_no,0,291,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
2745,married,female,24,nonblhis,4,a_no,0,81,smk_yes,drnk_no,dm_no,s_no,ss_no,fair
8550,nevermarried,male,26,hispanic,-1,a_no,0,84,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
2438,cohabiting,female,25,nonblhis,2,a_yes,0,245,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
1037,cohabiting,male,26,black,3,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
3152,married,male,24,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
4995,married,female,27,nonblhis,2,a_no,0,-3,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
7476,married,male,27,hispanic,2,a_no,0,319,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
603,married,male,24,hispanic,1,a_no,0,309,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
4591,cohabiting,male,27,nonblhis,-1,a_no,0,375,smk_yes,drnk_yes,dm_yes,s_no,ss_no,excellent
6307,cohabiting,male,28,nonblhis,-1,a_yes,1,-3,smk_no,drnk_yes,dm_yes,s_no,ss_yes,verygood
6232,nevermarried,female,27,nonblhis,2,a_no,0,15,smk_yes,drnk_no,dm_no,s_vskip,ss_vskip,poor
2318,cohabiting,female,28,nonblhis,-1,a_no,0,1937,smk_no,drnk_yes,dm_no,s_no,ss_no,poor
8753,nevermarried,male,27,nonblhis,-1,a_no,0,125,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
820,cohabiting,male,24,black,-1,a_no,0,129,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
3492,nevermarried,female,27,black,3,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
8987,nevermarried,female,24,nonblhis,-1,a_no,0,16,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
4971,nevermarried,male,25,nonblhis,-1,a_no,0,28,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,verygood
7348,cohabiting,female,26,hispanic,-1,a_no,0,403,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
3864,nevermarried,female,27,black,1,a_no,0,225,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
1982,married,male,25,hispanic,1,a_no,0,207,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
6590,cohabiting,female,24,black,1,a_no,0,62,smk_dontknow,drnk_no,dm_yes,s_vskip,ss_vskip,excellent
8269,married,male,27,black,0,a_no,0,132,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
3114,nevermarried,male,28,black,0,a_no,0,-3,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,fair
7632,nevermarried,female,26,black,0,a_no,1,472,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
5481,nevermarried,male,28,nonblhis,-1,a_no,0,820,smk_no,drnk_yes,dm_no,s_no,ss_no,good
6924,nevermarried,female,25,black,-1,a_no,0,72,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
7499,married,female,24,hispanic,1,a_no,0,870,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7787,nevermarried,female,25,black,-1,a_no,0,265,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
3874,married,female,25,nonblhis,-1,a_no,0,577,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
6980,married,female,24,hispanic,1,a_no,0,383,smk_yes,drnk_no,dm_no,s_no,ss_no,fair
5095,nevermarried,female,24,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
5798,divorced,male,27,nonblhis,-1,a_no,0,129,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
981,nevermarried,male,27,nonblhis,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
5829,nevermarried,male,27,black,0,a_no,0,0,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,poor
1862,married,female,24,nonblhis,-1,a_no,0,328,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
772,nevermarried,female,24,nonblhis,-1,a_no,0,75,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,good
2426,cohabiting,female,28,nonblhis,3,a_no,0,123,smk_yes,drnk_no,dm_no,s_no,ss_no,good
3447,nevermarried,male,24,nonblhis,-1,a_no,1,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,fair
5049,nevermarried,female,25,hispanic,2,a_no,0,61,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
3504,married,female,26,black,2,a_no,0,181,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
2611,cohabiting,male,27,nonblhis,-1,a_no,0,137,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
4531,married,female,26,nonblhis,2,a_no,0,241,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
5918,nevermarried,male,26,black,-1,a_no,0,59,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
1193,nevermarried,male,26,nonblhis,-1,a_no,0,1110,smk_no,drnk_yes,dm_yes,s_no,ss_no,verygood
3011,married,male,24,nonblhis,1,a_no,0,136,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
5776,nevermarried,male,26,nonblhis,-1,a_no,0,326,smk_yes,drnk_yes,dm_no,s_no,ss_yes,verygood
7088,nevermarried,female,26,hispanic,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
2204,nevermarried,female,27,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7301,nevermarried,female,28,black,1,a_no,0,461,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8886,cohabiting,male,24,black,-1,a_no,0,288,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
8421,nevermarried,male,28,black,0,a_no,0,0,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
464,nevermarried,female,27,hispanic,1,a_no,0,335,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
8231,cohabiting,male,26,hispanic,-1,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,good
6010,nevermarried,female,27,black,2,a_no,0,14,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8964,nevermarried,female,27,black,3,a_no,0,54,smk_yes,drnk_no,dm_no,s_no,ss_no,verygood
997,nevermarried,male,28,nonblhis,-1,a_no,0,1233,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
3944,nevermarried,male,26,nonblhis,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
963,cohabiting,male,24,nonblhis,-1,a_no,0,77,smk_no,drnk_yes,dm_yes,s_no,ss_no,verygood
3871,married,male,27,nonblhis,2,a_no,0,238,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
8863,nevermarried,female,27,black,-1,a_no,0,2,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
4185,cohabiting,female,28,black,2,a_no,0,36,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
4552,nevermarried,female,27,nonblhis,-1,a_no,0,193,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
8314,nevermarried,female,25,black,1,a_yes,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,poor
1956,separated,female,26,black,3,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_vskip,ss_vskip,fair
5332,nevermarried,male,27,nonblhis,0,a_yes,3,90,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
2742,nevermarried,male,27,nonblhis,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_vskip,ss_vskip,verygood
2668,divorced,male,28,nonblhis,0,a_no,0,368,smk_yes,drnk_no,dm_no,s_no,ss_no,verygood
8717,nevermarried,female,27,black,2,a_no,0,43,smk_yes,drnk_no,dm_no,s_vskip,ss_vskip,fair
2554,married,female,27,nonblhis,1,a_no,0,216,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
765,married,male,25,hispanic,2,a_no,0,81,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
8980,married,female,27,nonblhis,2,a_no,1,77,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
6336,cohabiting,female,26,nonblhis,-1,a_no,0,866,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
7135,nevermarried,male,26,hispanic,-1,a_no,0,53,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7070,nevermarried,female,25,black,1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,good
5630,married,male,27,nonblhis,-1,a_no,0,504,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
1321,divorced,male,26,nonblhis,0,a_no,0,232,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
7386,nevermarried,male,26,black,-1,a_no,0,343,smk_yes,drnk_no,dm_no,s_vskip,ss_vskip,excellent
3348,married,female,27,nonblhis,2,a_no,0,289,smk_no,drnk_yes,dm_no,s_no,ss_no,good
59,nevermarried,female,27,black,-1,a_no,0,273,smk_no,drnk_yes,dm_no,s_no,ss_yes,verygood
8491,divorced,female,28,hispanic,2,a_no,0,278,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
8793,married,female,28,black,-1,a_no,0,454,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
7586,nevermarried,female,26,hispanic,-1,a_no,0,74,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
2205,nevermarried,male,27,nonblhis,-1,a_no,0,478,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
1580,cohabiting,male,28,black,0,a_no,0,28,smk_yes,drnk_no,dm_no,s_no,ss_no,fair
5742,divorced,male,28,nonblhis,0,a_no,3,0,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
7649,nevermarried,male,27,black,-1,a_no,0,0,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
1996,nevermarried,male,26,nonblhis,-1,a_no,0,209,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
2178,cohabiting,male,26,nonblhis,2,a_no,0,495,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
3906,nevermarried,female,24,nonblhis,-1,a_no,0,521,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
4889,nevermarried,male,26,nonblhis,-1,a_no,0,843,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
5881,married,female,28,nonblhis,-1,a_no,0,425,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
4575,cohabiting,female,25,nonblhis,1,a_no,0,566,smk_no,drnk_no,dm_no,s_no,ss_no,good
8147,cohabiting,female,26,black,1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_yes,poor
5810,married,female,28,black,2,a_no,0,129,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
4402,married,male,28,hispanic,1,a_no,0,240,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
6657,cohabiting,male,27,hispanic,1,a_no,0,360,smk_refuse,drnk_refuse,dm_no,s_no,ss_no,good
6485,married,male,28,nonblhis,2,a_no,0,357,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7900,cohabiting,male,26,black,2,a_no,0,73,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
394,nevermarried,male,24,hispanic,-1,a_no,0,677,smk_yes,drnk_yes,dm_no,s_no,ss_yes,excellent
4017,cohabiting,female,24,nonblhis,-1,a_no,0,88,smk_yes,drnk_yes,dm_yes,s_no,ss_no,excellent
8619,married,male,25,hispanic,1,a_no,0,252,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
6835,divorced,female,25,black,1,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
7859,nevermarried,male,24,black,-1,a_yes,3,185,smk_yes,drnk_no,dm_no,s_no,ss_no,good
5301,nevermarried,male,24,nonblhis,-1,a_yes,0,1080,smk_yes,drnk_no,dm_yes,s_no,ss_no,excellent
6682,nevermarried,female,28,hispanic,1,a_no,0,57,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
3603,cohabiting,male,25,hispanic,1,a_no,0,225,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
4899,nevermarried,female,26,nonblhis,-1,a_no,0,1068,smk_no,drnk_yes,dm_yes,s_no,ss_no,fair
2836,married,female,28,black,4,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
8766,married,female,27,nonblhis,-1,a_no,0,749,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
3844,cohabiting,male,28,black,-1,a_no,0,252,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
4932,nevermarried,male,26,nonblhis,-1,a_no,1,584,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
5749,cohabiting,male,24,nonblhis,1,a_no,0,345,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
1491,nevermarried,male,26,nonblhis,-1,a_no,0,1169,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
5958,nevermarried,female,27,black,-1,a_no,0,324,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
7534,married,female,26,hispanic,1,a_no,0,270,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
8477,nevermarried,male,25,black,-1,a_yes,0,30,smk_yes,drnk_no,dm_no,s_vskip,ss_vskip,excellent
8423,nevermarried,male,25,black,-1,a_no,0,190,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
2831,married,male,28,nonblhis,3,a_no,0,121,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
8731,nevermarried,female,28,black,1,a_no,0,241,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
5028,cohabiting,male,27,nonblhis,0,a_no,0,195,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,good
4293,nevermarried,female,28,nonblhis,-1,a_no,0,362,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
6008,nevermarried,female,28,black,2,a_no,0,0,smk_no,drnk_no,dm_no,s_no,ss_no,fair
7501,separated,female,26,hispanic,-1,a_no,0,96,smk_yes,drnk_yes,dm_yes,s_no,ss_no,poor
4389,cohabiting,male,28,hispanic,1,a_no,0,60,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
8467,nevermarried,female,26,black,-1,a_no,0,195,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
4221,cohabiting,male,25,black,-1,a_no,1,136,smk_yes,drnk_yes,dm_yes,s_no,ss_no,fair
8139,nevermarried,female,25,hispanic,1,a_no,0,-3,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
4643,cohabiting,male,28,nonblhis,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
4988,divorced,female,28,nonblhis,2,a_no,0,214,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
4774,nevermarried,male,25,hispanic,-1,a_no,0,368,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
6742,nevermarried,male,24,hispanic,-1,a_no,0,213,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,verygood
260,nevermarried,male,28,black,-1,a_no,0,124,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
587,married,female,25,hispanic,2,a_no,0,285,smk_no,drnk_yes,dm_no,s_no,ss_no,good
1186,nevermarried,male,28,nonblhis,-1,a_no,0,742,smk_no,drnk_yes,dm_no,s_no,ss_yes,good
4955,married,female,27,nonblhis,1,a_no,0,449,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
3920,nevermarried,female,24,black,3,a_no,0,37,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
7409,nevermarried,female,26,black,1,a_no,0,76,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
70,nevermarried,male,26,black,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
8919,nevermarried,female,25,black,-1,a_no,0,234,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
314,nevermarried,male,24,nonblhis,-1,a_no,0,218,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
2849,married,female,26,nonblhis,5,a_no,0,21,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
508,nevermarried,male,27,hispanic,-1,a_no,1,19,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
8087,nevermarried,male,28,hispanic,0,a_no,0,108,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
5191,divorced,male,27,nonblhis,-1,a_no,0,103,smk_no,drnk_yes,dm_yes,s_no,ss_no,excellent
798,married,male,25,nonblhis,-1,a_no,0,827,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
3797,nevermarried,male,25,black,0,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
666,nevermarried,female,27,nonblhis,-1,a_no,0,448,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
7306,nevermarried,female,26,black,-1,a_no,0,109,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
2042,married,male,27,nonblhis,-1,a_no,0,625,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
5902,cohabiting,female,26,black,1,a_yes,0,115,smk_yes,drnk_no,dm_no,s_no,ss_no,good
685,nevermarried,male,25,black,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
8203,nevermarried,female,24,hispanic,3,a_no,0,34,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,fair
5236,divorced,female,27,nonblhis,-1,a_no,0,383,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
89,married,male,27,nonblhis,-1,a_no,0,187,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
7991,nevermarried,male,27,black,0,a_yes,2,308,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
7659,nevermarried,female,28,black,3,a_no,0,53,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,good
1586,nevermarried,male,25,hispanic,-1,a_no,0,375,smk_no,drnk_yes,dm_no,s_no,ss_no,good
1629,cohabiting,female,26,nonblhis,-1,a_no,0,197,smk_no,drnk_yes,dm_yes,s_no,ss_no,fair
5494,divorced,male,25,nonblhis,0,a_yes,4,1037,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,poor
3969,nevermarried,male,25,nonblhis,-1,a_no,0,1166,smk_no,drnk_yes,dm_yes,s_no,ss_no,good
2115,cohabiting,female,27,nonblhis,5,a_no,0,66,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
86,married,female,28,nonblhis,-1,a_no,0,437,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
571,married,male,28,nonblhis,-1,a_no,0,792,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,fair
7583,separated,male,24,hispanic,0,a_no,0,143,smk_no,drnk_yes,dm_yes,s_vskip,ss_vskip,fair
8543,married,male,28,hispanic,3,a_no,0,404,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
2582,cohabiting,female,26,nonblhis,-1,a_no,0,414,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
6921,nevermarried,female,28,black,1,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,fair
8016,married,male,28,black,2,a_no,0,133,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,good
3639,nevermarried,female,25,black,1,a_no,0,361,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
2522,married,male,27,nonblhis,-1,a_no,0,408,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8358,nevermarried,female,24,black,1,a_no,1,231,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
4490,nevermarried,female,25,hispanic,-1,a_no,0,246,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
3113,nevermarried,male,24,black,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,good
475,nevermarried,male,27,hispanic,-1,a_no,0,84,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,poor
7826,nevermarried,female,28,black,1,a_no,0,177,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8689,cohabiting,female,25,black,-1,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
3079,married,female,26,nonblhis,-1,a_no,0,576,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
8586,nevermarried,female,27,hispanic,3,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,poor
7825,nevermarried,male,27,black,-1,a_no,0,788,smk_no,drnk_yes,dm_no,s_no,ss_no,good
8823,divorced,male,26,nonblhis,1,a_no,0,-3,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
3072,nevermarried,male,25,nonblhis,-1,a_no,0,81,smk_yes,drnk_yes,dm_yes,s_vskip,ss_vskip,poor
1807,married,male,27,nonblhis,1,a_no,0,514,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
6706,cohabiting,female,26,hispanic,1,a_no,0,206,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
6825,married,female,25,hispanic,-1,a_no,0,745,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
3915,cohabiting,male,25,nonblhis,-1,a_no,0,465,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
2898,nevermarried,male,25,nonblhis,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,verygood
6991,nevermarried,female,24,black,2,a_no,0,55,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,verygood
4102,nevermarried,female,27,nonblhis,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_vskip,ss_vskip,excellent
7771,cohabiting,male,26,black,0,a_yes,1,-3,smk_yes,drnk_yes,dm_no,s_no,ss_yes,excellent
2733,nevermarried,male,26,nonblhis,0,a_no,0,257,smk_yes,drnk_yes,dm_yes,s_no,ss_no,fair
7298,married,male,26,black,4,a_no,0,19,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
1530,nevermarried,male,28,nonblhis,-1,a_no,0,449,smk_no,drnk_yes,dm_yes,s_vskip,ss_vskip,fair
3232,nevermarried,female,24,nonblhis,-1,a_no,0,188,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
5869,cohabiting,male,26,nonblhis,2,a_no,0,181,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
54,nevermarried,female,24,black,1,a_no,0,70,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
605,cohabiting,female,25,hispanic,3,a_no,0,81,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
2374,married,male,26,nonblhis,1,a_no,0,366,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
6845,nevermarried,male,28,hispanic,-1,a_no,0,271,smk_no,drnk_no,dm_no,s_no,ss_no,good
7216,nevermarried,male,25,black,-1,a_no,0,212,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,good
1061,nevermarried,female,25,black,-1,a_no,0,12,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
3884,nevermarried,male,24,black,-1,a_no,0,325,smk_no,drnk_yes,dm_no,s_no,ss_yes,verygood
2147,married,male,27,nonblhis,-1,a_no,0,272,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
5500,nevermarried,male,24,nonblhis,-1,a_no,0,634,smk_yes,drnk_yes,dm_yes,s_no,ss_no,poor
5769,nevermarried,male,27,black,0,a_no,0,470,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
7780,nevermarried,female,27,black,-1,a_no,0,441,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
4495,married,female,26,hispanic,-1,a_no,0,357,smk_no,drnk_yes,dm_yes,s_no,ss_no,good
6757,nevermarried,female,24,hispanic,-1,a_no,0,113,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
2632,cohabiting,female,25,nonblhis,0,a_no,3,25,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
5103,married,male,28,nonblhis,2,a_no,0,146,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
7112,nevermarried,female,24,black,1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,good
1831,nevermarried,male,25,nonblhis,-1,a_no,0,165,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
1515,cohabiting,male,28,mixed,-1,a_no,1,1937,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
6494,married,male,28,nonblhis,-1,a_no,0,522,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
1684,cohabiting,female,27,hispanic,-1,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
6701,nevermarried,male,24,hispanic,-1,a_no,0,23,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
7550,nevermarried,male,27,hispanic,0,a_no,0,627,smk_no,drnk_yes,dm_no,s_no,ss_no,good
2664,nevermarried,female,27,nonblhis,-1,a_no,0,243,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
4479,cohabiting,male,24,nonblhis,-1,a_no,0,129,smk_no,drnk_yes,dm_yes,s_no,ss_no,good
4808,cohabiting,male,28,nonblhis,1,a_no,0,174,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
6772,cohabiting,male,25,hispanic,1,a_no,0,120,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
3552,nevermarried,female,25,nonblhis,-1,a_no,0,965,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
8005,nevermarried,male,25,black,0,a_yes,1,342,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
3619,married,female,24,nonblhis,-1,a_no,0,430,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
2808,cohabiting,male,25,nonblhis,1,a_no,0,-3,smk_yes,drnk_no,dm_no,s_no,ss_no,verygood
2028,married,female,25,nonblhis,-1,a_no,0,240,smk_no,drnk_yes,dm_no,s_no,ss_no,good
7813,nevermarried,female,25,black,2,a_no,0,84,smk_no,drnk_no,dm_no,s_no,ss_no,fair
6632,nevermarried,female,26,hispanic,-1,a_no,0,0,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
1338,married,female,27,nonblhis,-1,a_no,0,310,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
7352,nevermarried,male,25,black,0,a_no,0,171,smk_no,drnk_yes,dm_no,s_no,ss_no,good
6199,married,female,27,nonblhis,4,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
7880,married,female,28,black,3,a_no,0,89,smk_yes,drnk_no,dm_no,s_no,ss_no,fair
5343,married,female,24,nonblhis,1,a_no,0,669,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
5338,married,female,27,nonblhis,2,a_no,0,166,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
